,PlayId,A,Dis,Orientation,Quarter,Down,Distance,Yards,Week,GameWeather,Temperature,Humidity,WindSpeed,WindDirection,YardLine_std,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_Invd_1,P_Invd_2,P_Invd_3,P_Invd_4,P_Invd_5,P_Invd_6,P_Invd_7,P_Invd_8,P_Invd_9,P_Invd_10,P_Invd_11,P_Invd_12,P_Invd_13,P_Invd_14,P_Invd_15,P_Invd_16,P_Invd_17,P_Invd_18,P_Invd_19,P_Invd_20,P_Invd_21,P_Invd_22,Sx_1,Sx_2,Sx_3,Sx_4,Sx_5,Sx_6,Sx_7,Sx_8,Sx_9,Sx_10,Sx_11,Sx_12,Sx_13,Sx_14,Sx_15,Sx_16,Sx_17,Sx_18,Sx_19,Sx_20,Sx_21,Sx_22,Sy_1,Sy_2,Sy_3,Sy_4,Sy_5,Sy_6,Sy_7,Sy_8,Sy_9,Sy_10,Sy_11,Sy_12,Sy_13,Sy_14,Sy_15,Sy_16,Sy_17,Sy_18,Sy_19,Sy_20,Sy_21,Sy_22,Mx_1,Mx_2,Mx_3,Mx_4,Mx_5,Mx_6,Mx_7,Mx_8,Mx_9,Mx_10,Mx_11,Mx_12,Mx_13,Mx_14,Mx_15,Mx_16,Mx_17,Mx_18,Mx_19,Mx_20,Mx_21,Mx_22,My_1,My_2,My_3,My_4,My_5,My_6,My_7,My_8,My_9,My_10,My_11,My_12,My_13,My_14,My_15,My_16,My_17,My_18,My_19,My_20,My_21,My_22
5224,20171029043571,2.39,0.51,83.02999999999997,4,1,1,1,8,0.0,54.0,47.0,4.0,0.0,99,12.227252348749497,11.161361924066435,10.645055190087088,9.9084862617859,8.84145350041496,8.619153090646432,8.20713104562124,8.052626900583439,7.6317494717790595,7.0650831559154375,6.502015072267983,5.698912176898322,5.45309086665535,4.966628635201141,4.77142536355751,4.761144820313703,4.720857972868916,4.364974226728035,4.277908367415081,3.838880045013131,0.7029224708316028,0.0,-1.0,0.0817845229228684,0.0895948009573789,0.0939403302418969,0.100923589494866,0.1131035751025627,0.1160206796982417,0.1218452580373419,0.1241830786830005,0.1310315549138285,0.1415411507453698,0.1537984746090703,0.1754720846644557,0.183382236689804,0.2013438236377223,0.2095809792263864,0.2100335187733507,0.2118259023565348,0.2290964271625483,0.2337590976976088,0.2604926406333124,1.422631999254392,3.922777131001744,3.833684010356839,3.5240789240068326,3.438448939963889,3.3674786577953557,3.2566456049721597,3.1583085997814773,2.926437665092684,2.8727724353441944,2.8431396197140084,2.7915868200434097,2.7260466551514746,2.6837266957204755,2.5878622376441367,2.503930464275807,2.5020721303319964,2.483281152448689,2.2190553403672446,2.104499388342394,1.6825318783688377,1.6097429665230767,0.0,4.053607708282923,2.090415853862984,2.080674260984944,1.74814246674369,1.650219729285456,1.404882461770486,1.3779592448647862,1.3656657270204449,1.3332000628254532,1.2427853187169682,1.1280908374004552,1.1199958321506616,1.0643296946798115,1.025315361839091,1.0212240800011934,0.997221696385698,0.6253906545760028,0.5850655109681018,0.4602253562626672,0.3240316474529177,0.282213649152375,0.0,353.432968289463,341.75423288020727,325.729076649587,312.079217883496,304.447831122754,291.9683022398598,288.7629597715317,255.7551716493842,248.72885552022987,246.47967809115212,239.1892365273254,230.42036399051932,230.34578522481644,213.8973441699688,212.6513188968876,208.0265448068331,203.7287738741694,162.74244407589526,152.35350104209488,142.90650392741196,84.08259913400238,0.0,369.7962358218945,179.78308219488792,179.03232218237923,135.72720183949968,126.4008673441309,121.97592789164544,118.25505086482548,88.69741213360042,83.18716663665383,80.13940717387112,80.07275904299168,66.83956223951009,54.27033811149019,23.514523959417943,17.312397287704044,14.640954103244724,7.571708915792499,0.0,-25.91896334467455,-50.29783719593056,-57.553808409939,-80.06116235748004
5228,20171029043901,2.11,0.49,282.83000000000004,4,1,10,1,8,0.0,54.0,47.0,4.0,0.0,62,11.9917388230398,11.153515140976856,9.836772844790117,8.906317982196688,8.245059126531492,7.528612089887485,6.9185547623763215,6.844742507939948,6.76415552748457,6.525657055040518,5.795601780660931,5.639618781442595,5.200480747007929,5.0884673527497535,5.009121679496324,4.972263066250618,4.70562429439497,4.173104360065779,4.047283039274628,4.038328862289452,1.0860018416190695,0.0,-1.0,0.0833907421398049,0.0896578331907314,0.1016593567604474,0.1122798447123663,0.1212847578960512,0.1328266070904637,0.144538857369184,0.1460975338137253,0.147838114593423,0.1532412738771775,0.1725446360612374,0.1773169497361315,0.1922899148459197,0.1965228291107362,0.1996357972483015,0.2011156663828849,0.2125116535952805,0.2396297608968104,0.2470793345303629,0.2476271829513828,0.9208087515847548,6.109319384739303,5.831168299032029,5.428724667816063,4.843693185379969,4.687765335838935,4.491241543971589,4.3675818661747625,4.08849778526215,3.887582084205286,3.73412561537221,3.693240200972748,3.594606093563093,3.5787296536278417,3.520975417153939,3.4989516966922403,3.224854032005087,3.119611217318811,2.7538109352535582,2.386808862967254,2.3626114988421394,2.3281158598572707,0.0,3.852405068962784,3.069556144453894,2.2933417327733814,2.1912925616453327,2.022720655304786,1.846788751240348,1.5967391013369832,1.4985553833031269,1.4741577728133854,1.4646409150066169,1.2045352827877611,0.510409546470664,0.2109714598318434,0.122327943967393,0.0013195926503808,0.0,-0.0058351794045381,-0.0350677132724845,-0.1669005429123643,-0.5487634656656918,-0.96708182900561,-1.6245953302423102,589.2971974166261,567.7120683207021,513.163111983559,484.5803659276337,452.3422345508111,449.6604832330354,446.7205955973748,396.5577536014786,385.5899816778556,364.4049729223896,358.8094841771896,343.16227563732787,342.645520024822,342.4622930542665,332.22646503788155,294.67025189502107,291.7252701933327,230.79485525626663,195.43330188909272,175.23745327424456,169.3687753239363,0.0,411.2686466727378,336.72447267685067,247.1731212655963,228.8571748873514,214.34711028822204,195.29593662755104,189.39623136445115,184.80727504647487,173.36261136667235,145.7872922380554,140.76645678108912,41.409038842290585,15.08340211991235,13.543701855754698,0.0,-28.702590551239823,-30.99177464699858,-32.58407192630794,-51.89361273051006,-59.25068438644003,-85.91739838007031,-205.13543282542088
5250,20171029051470,0.76,0.41,318.31,2,0,1,0,8,1.0,63.0,93.0,5.0,90.0,34,21.3931250639078,20.093192877191026,13.758419240595916,9.331162842861552,7.755011283034985,6.92457218895146,6.3901486680671145,5.3216632738270855,4.984014446206992,4.7648924436969216,3.965904688718583,3.897088656933529,3.4748956818874386,3.3714685227657117,3.210482829731381,3.09782181540514,3.0371203466441714,3.0143821920917704,2.7354158733179847,2.355949914577977,1.137409337046254,0.0,-1.0,0.046743988875524,0.0497680983859543,0.0726827684571041,0.107167779283266,0.128948877506809,0.1444132536585517,0.1564908818158183,0.1879111752369194,0.2006414730119883,0.2098683258470643,0.2521492770223654,0.2566018092046338,0.2877784231660261,0.2966066547107109,0.3114796287771049,0.3228074626587965,0.3292592607023089,0.3317429364542755,0.3655751250675559,0.4244572407130865,0.8791909538890429,4.444489369583641,3.9248982393254206,3.8528478441864142,3.592366409574824,3.4551682109460016,3.087102168306445,2.9929087046560205,2.899979586370371,2.784516593372344,2.776750286144382,2.720348097572,2.184596506690322,2.060105085687524,1.8393323424675057,1.8104496373022056,1.7862865338977414,1.75861910245075,1.39656769908571,0.5556023295248789,0.222813622275829,0.0,-0.0601199021534886,4.626717953088714,3.001197827067869,2.2216351973850594,1.6601108279595502,1.5569419739680423,1.077888279033886,0.972037659854969,0.9310195437657738,0.9152378992199904,0.8422864023489156,0.8078157139532072,0.3350936730249956,0.0,-0.0287205513120717,-0.2802941009377637,-0.3484153812881402,-0.400785866652335,-0.4333485773403913,-1.474662621139871,-1.54331534705682,-1.62886839227117,-1.9314001887014367,514.2590604973952,477.02827596433735,461.5715809485339,455.4893277370077,439.8132470795406,384.02199860447575,381.3656304583867,378.9679988622525,360.76054721613343,357.8407813701339,348.22076218832314,277.769027041115,262.4885384377735,257.22368317582567,246.68104663298925,243.59943780246527,236.34079742317695,219.616927401354,85.55715288433177,39.417127685189485,0.0,-7.953833408476555,474.4576533967653,323.7292651618327,263.93803683831004,203.27304224363948,191.4692398821228,146.78004250340626,117.23171662329918,113.07169729883644,107.45883798397648,102.14872144875538,93.08571449088268,52.813758519893,0.0,-8.710408048313809,-23.201728629198016,-49.16135325906417,-60.18399245563913,-71.82300652489894,-122.4380094782052,-194.51402890097205,-205.53991675650428,-233.04823703977397
5251,20171029051516,2.32,0.19,69.22000000000003,2,1,10,3,8,1.0,63.0,93.0,5.0,90.0,3,24.509053429294244,22.478407416896776,20.20315074437648,19.13832019796931,15.039481374036807,14.198943622678414,12.7124663224726,10.832751266414276,7.929848674470404,6.9944335010063545,6.292487584413656,5.934012133455744,5.05751915468444,4.903305007849298,4.661351735280229,4.583448483401991,4.579617887990221,4.509944567286832,4.430011286667339,4.007156098781279,1.359558751948586,0.0,-1.0,0.0408012493377144,0.0444871374316452,0.0494972300436034,0.0522511897416214,0.0664916545411157,0.0704277745284381,0.07866294192121,0.0923126521976358,0.1261058112268183,0.1429708352872496,0.1589196619913842,0.1685200463885195,0.1977254004216212,0.2039440741294254,0.2145300455297828,0.2181763367956011,0.2183588291552536,0.2217322153477369,0.22573305919324,0.2495535425495742,0.7355327591152284,3.527164788259765,2.989280882789504,2.164356982564276,2.160530400929461,2.1360402842903428,2.028836907439845,1.6770137828817482,1.626617063460258,1.3329680511703486,1.1605877603541308,1.155536005398293,1.0520260698487776,0.9873696219529936,0.5914262549703256,0.4869458110047546,0.4301577518848332,0.3009808668132723,0.0,-0.0927859240686834,-0.4368025551083732,-0.7783630378108115,-1.655776561523275,1.824274241396046,1.5918710365777058,0.2006707769185807,0.1023392130956,0.0,-0.446886696099577,-0.5052708710964251,-0.5695175643053405,-0.7604512130888559,-0.8296947136015171,-1.00845787212688,-1.1833493873455088,-1.5389205132879114,-1.707292528005551,-1.7570492761012548,-1.923203261774004,-2.4257561392615177,-2.482637348914961,-2.583172219441028,-2.592873590278853,-2.700789302314344,-3.6216618598587225,333.34230541476046,308.852138899666,222.60657362915973,208.9111054322791,207.9864569613622,202.9981401848608,163.86360022209033,156.58091188382693,130.24166620488316,101.38892628658944,90.27088688045032,78.22808753120898,66.42050755304344,49.14164351990817,39.39542932045583,11.472256603580943,4.905124087177825,0.0,-0.1683568997901261,-2.0660553307169494,-79.51491007010571,-172.4446843709207,128.80174550509457,87.10709674733317,75.63587439136717,46.046193830571696,15.014985780656872,6.256035275412557,0.0,-32.11161339500083,-42.80451238330049,-63.6284094626117,-80.23857601292308,-87.33274980261149,-143.53017137794828,-162.1986399152073,-169.0270811292463,-183.85013541823963,-224.31693107071712,-232.0290633525292,-249.22442636222053,-249.99004602331397,-266.4635242399068,-349.3000571044436
5333,20171029070765,0.98,0.54,241.44,1,0,1,1,8,0.5,63.0,63.0,13.0,337.5,99,6.901362184380709,6.790471264941783,5.021593372625864,4.343362752522528,4.2016306358365165,4.084140056364374,4.038873605350886,3.715588782413902,3.62856721034626,3.592352989337212,3.5804608641905364,3.513530987482542,3.4910743332103458,3.2269180342859687,3.1922562553780023,3.1515869018638853,2.9917219122104304,2.698758974047147,2.631083427031543,2.42167297544488,2.264906179072314,0.0,-1.0,0.1448989305710137,0.1472651839590066,0.1991399792446925,0.2302363530237538,0.238002834297429,0.2448495855184216,0.2475937842360686,0.2691363491926389,0.2755908715563171,0.2783690809250067,0.2792936546245641,0.2846139691275368,0.2864447744601339,0.3098932137026757,0.3132580595042448,0.3173004683477356,0.3342556659155366,0.3705406854100673,0.3800715666124757,0.4129376716591109,0.4415193923880729,6.852528766171381,6.098475418040064,5.529850663926148,5.214765574005468,4.929023719847036,4.697603492618711,4.421369820143557,4.317942098601717,4.311627066327796,3.989582945973898,3.904482928877776,3.893918800311954,3.7636315956815976,3.7397781564390944,3.716121679960847,3.472220871799286,3.3568137671026816,3.352353192508504,2.9217784545177468,2.402799858571341,2.2475541396580496,0.0,1.1172316093426695,0.6784330213306908,0.4666471791623314,0.2244082226485291,0.0753208122779938,0.0091502719664025,0.0,-0.0209014124122012,-0.0635129105315189,-0.0941025239875228,-0.4342794744218853,-0.5164037426708523,-0.5493298148121208,-0.6066358961137308,-0.8758923842404431,-0.9480077550561108,-1.2480986114283523,-1.6294621525516564,-1.723183959080099,-1.7472949689363442,-2.119050415997515,-2.283194928687469,761.5217958857761,663.0504764208645,613.0919273250828,553.5350518559075,532.3288165368743,527.1652392533116,487.4319863799122,485.189301854162,477.8060335885053,444.5530402137745,432.5489659736802,431.4265602142856,412.1892474677405,410.8351944652367,404.269270988761,370.9562707719392,354.4667328503733,351.1554357754367,287.681227395158,263.5327136281563,242.08553774728907,0.0,157.58195952767898,73.93547285094738,47.11689840661112,30.173154328687303,24.437337081368213,22.72471363973285,22.40895333995168,16.071824869987296,0.0,-14.129802505308078,-30.28625639942936,-47.64111062874304,-48.109201314147285,-55.69459195854483,-97.21606367602206,-105.93541832483452,-136.53447816787929,-175.29991988209352,-189.72636574407912,-190.6052386201037,-253.7315437528356,-278.6508082020606
5486,20171029102695,1.24,0.57,130.68,3,0,1,0,8,0.0,68.0,70.0,7.0,-1.0,99,10.293347366138972,9.33566280453616,8.364161643583891,7.687294712706152,7.17621766670995,7.0708556766490425,6.7629135733055215,6.561905211141047,6.538998394249687,5.73171004151467,5.481788029466297,5.124099920961733,4.821379470649454,4.763244692433927,4.762457348890378,4.735989864854021,4.559385923564713,2.7549591648516296,2.091530540059129,1.784880948410842,1.073545527679194,0.0,-1.0,0.097150126623493,0.1071161224368669,0.1195577085441785,0.1300847746018014,0.1393491734007652,0.141425599068925,0.1478652638630761,0.1523947646031464,0.1529286199059763,0.1744680021768405,0.1824222305978801,0.1951562255664038,0.207409519638017,0.2099409256863138,0.2099756337414745,0.2111491005124486,0.2193277815838321,0.3629817867205504,0.4781187655867216,0.5602614565920175,0.9314928656652453,6.026276800275671,6.021005049009895,5.503012004955156,5.000580817596097,4.400719394593061,4.067457481753308,4.007711910701639,3.9017069278803422,3.834846099386567,3.508237070061483,3.336325701370721,3.2130390415598264,2.995600273079506,2.586246933930167,2.553699946397196,2.41988355370674,2.327609779551824,2.2161770410181307,1.7257870907886534,1.4861665807758735,0.8427993978871005,0.0,1.682670866521177,1.421878375438189,1.1669550896241572,0.5349729419683071,0.0767141968749491,0.0,-0.0175842929326353,-0.094657205451222,-0.3151950008113235,-0.5453478084827807,-0.5953854890216252,-0.7656805151385404,-0.9230043299743717,-0.9673260928162212,-0.9697063211228903,-1.0417255105140022,-1.411446203131612,-1.7197717332674964,-1.8392301610106072,-1.9149644545963824,-1.9783590044961583,-2.2563521589928053,722.9993579693264,649.4619877900948,604.8878784189758,514.9949330418846,452.88945308531385,428.6548793438572,426.9007641737043,401.0355439202821,390.6239754868236,361.8564016173553,350.85656681870574,330.0450579195424,303.63204523507284,245.31637709536307,241.62489191179057,221.54613111123712,221.0647023111634,208.36191769479692,159.24774868765263,130.04726237127875,44.60131856996554,0.0,235.20874586776048,232.1448414988184,181.80675164665317,142.7609200033637,138.32702698209056,112.43545173041171,95.80396857653592,0.0,-9.386506905029703,-19.64558902943071,-21.82215769415882,-23.660589105604345,-25.119162914613923,-42.20177684069722,-43.61099667069794,-101.35981880070918,-112.39192768446637,-133.86278358335073,-136.08471633185005,-141.8313657526788,-165.1418791964714,-224.6805076873048
5492,20171029103060,1.46,0.53,283.24,4,0,2,1,8,0.0,68.0,70.0,7.0,-1.0,98,18.13529431798668,15.845191699692364,15.792719841749866,9.228938183778231,8.191031681052134,7.94708122520463,6.954279258125885,6.8716882932798935,6.818797547955205,6.367040128662604,6.190969229450262,5.9740271174476565,5.666198019836579,5.540442220617403,5.280246206380896,5.095762945820762,4.8607201112592335,4.468780594300852,4.405144719529644,4.301546233623441,1.89200951371816,0.0,-1.0,0.0551410957255981,0.0631106280663941,0.0633203153111337,0.1083548269678203,0.1220847432824909,0.1258323618020213,0.1437963537100595,0.1455246450829181,0.1466534228311084,0.1570588499196485,0.1615255968714928,0.1673912723093296,0.1764851839803582,0.1804910077897291,0.1893851083670214,0.1962414677904394,0.2057308335206605,0.223774691752673,0.2270072979819773,0.232474544196086,0.5285385685163967,6.023720290545583,5.8944292127364815,5.582403419963467,4.994969252872148,4.968966946166363,4.892155024833557,4.789521163065148,4.787974985866478,4.45673334674245,4.379776599085167,4.175105605800754,4.099726371273693,3.9114717956834415,3.9047382833610103,3.752224632831835,3.654834535653404,3.358839549907107,3.1965215614137548,2.8971512016499146,2.5860171009849853,0.8510337753520778,0.0,3.909805152189965,3.644916829916382,3.3357883417991294,3.122699688161323,2.933230580088325,2.8628767403283475,2.849936791216506,2.7533235735232884,2.4137340672823533,2.3979474472825646,2.204095758278532,2.130965916516452,2.1011129513166567,1.984005042530664,1.9023201358309931,1.6830015260352686,1.5131877276071275,0.4347827680117782,0.2380737488649336,0.0,-0.6960904036706372,-1.398908436056456,597.4228941589377,593.6665727129001,590.147357850298,537.3334316759162,527.5660976190522,506.95466858921446,494.686451010538,486.7708883260342,456.68081737697264,445.1606499839213,429.1032161783627,416.35388055985726,392.6716245340863,391.938737088562,373.0968171290213,369.2715730366389,312.4739140385157,306.2031276427833,285.5806226564251,279.69497493152545,121.93293581240442,0.0,370.8445065349836,366.5347336387487,358.73725557835473,347.41501787902337,328.9840900693925,324.8168442005614,311.18866542977804,287.52435528938724,262.667614185604,241.97252132630524,230.59077863059792,221.4622924954253,217.40526638100675,200.9757104656129,191.5309426253555,164.76916670803686,150.98827434163053,44.50704500846351,39.10408649346107,0.0,-45.01429937098223,-103.29791725996512
5622,20171105003570,2.25,0.44,254.24,4,1,9,1,9,0.0,61.0,86.0,4.0,67.5,26,12.05002904560815,8.284081119834598,8.223679225261648,7.482412712487869,7.024072892560276,6.576511233169156,5.901228685621333,5.718881009428334,5.189470107824111,5.081594238032003,4.884311619870296,4.864000411184195,4.734405981746816,4.430914126904296,4.221291271637151,4.059766003109051,3.93904810836324,3.929796432386798,3.6542167423402887,3.4713109915419644,1.33701159306866,0.0,-1.0,0.0829873518325226,0.1207134485447875,0.1216000737149598,0.1336467311313952,0.1423675430616865,0.1520563053183001,0.1694562358575519,0.1748593821678344,0.1926979015626875,0.1967886362346159,0.204737141654069,0.205592087883179,0.2112197398903754,0.2256870639690461,0.2368943376921176,0.2463196152768854,0.2538684404175814,0.2544661071394583,0.2736564551339571,0.288075600957838,0.7479366709938817,6.765489474166644,5.47902184857798,5.419060390426319,5.289245447725441,4.481024394867759,4.374432182915991,4.204004480251323,4.06552975890098,3.90805052593007,3.84869374503628,3.769291193961055,3.4315141722665685,3.345975068647596,3.271892437728488,3.234960013741873,3.205935739155351,3.0349149675892075,2.864146219535793,1.9753641162675764,1.7743978841219878,1.7653125726157322,0.0,0.0,-0.5389599081915326,-1.013134954129935,-1.1514180333656885,-1.3331369924496488,-1.375202803632543,-2.0860200753327995,-2.257060006599843,-2.442522075637497,-2.540677560198013,-2.649090182647557,-2.6526929321065,-2.6649758095415104,-2.761795087778081,-2.861653528203917,-2.864012600834431,-2.9021501010781625,-3.0059494199887995,-3.269832900504778,-3.377566118181174,-3.5209629948421903,-3.5397816808966267,751.8491158837182,639.3118020510356,552.5323619876435,541.5801203625823,517.4393072336991,496.5852625768797,490.4760996428087,467.77784516738376,445.2769792912353,431.21182738216737,418.975329148242,377.2374081094162,376.595110174768,361.773075145402,361.43200036648057,355.6994511843716,318.12948657916365,292.9552017398742,237.73989056310984,212.32366346215065,192.10355341173369,0.0,0.0,-79.97563976088152,-108.8343705213013,-127.64432045747132,-156.62982655774985,-161.74430478072736,-238.48647614699675,-250.8271688158408,-266.4783308861087,-274.5453666347246,-293.2634013715343,-307.22171400376413,-326.05695244395577,-330.51498332312667,-334.2289302365068,-340.32979871146773,-350.7583632420175,-371.1280045195877,-378.9643403324191,-383.3591768356946,-395.0947334102679,-408.7425682729602
5634,20171105010627,2.35,0.32,265.59000000000003,1,1,1,2,9,0.5,84.0,62.0,10.0,202.5,33,24.572669777620817,19.446130720531524,18.208926382409256,14.32543193066094,10.68702484323864,8.91372537158285,6.670749583067845,6.029742946428144,5.728001396647876,5.594220231631918,5.357844715928223,5.281552801970265,4.937631010920115,4.77168733259001,4.7130669420240485,4.709670901453729,4.664600733181778,4.393904869247849,4.026363123216783,2.997081914129137,1.1567627241573812,0.0,-1.0,0.0406956187117581,0.0514241117871425,0.0549181197726215,0.0698059231191266,0.0935714115638713,0.1121865391083308,0.149908190608484,0.165844549076901,0.1745809630188318,0.1787559228264928,0.1866422139908461,0.1893382566632588,0.2025262717664381,0.2095694730813833,0.2121760654582481,0.2123290609735239,0.2143806205934132,0.2275879951336271,0.2483630932922587,0.3336578807825379,0.8644815216780333,4.409696263608743,4.100670300392858,3.857672601582665,3.750632091577823,3.4911457780889354,3.2802168210910034,3.1587808146360468,2.994946543965938,2.738528678387373,2.704461269740544,2.668481506825864,2.6112647058014784,2.286496841579169,2.238707146025005,2.137819625266945,1.9030308018216389,1.847437341308601,1.786711203378466,1.737670949569419,0.1766577579533201,0.0,-0.3032447932835658,0.3207187828961909,0.2451917783026841,0.2253283705299279,0.0,-0.1828784931580257,-0.3458107377738502,-0.3485101886986879,-0.3596489906237679,-0.491910840154955,-0.5019964255625755,-0.6128341480239201,-0.7394429878302621,-0.925097470522711,-0.9286119000965362,-1.2251116084053817,-1.488369854924443,-1.629036572284062,-1.6588512461311344,-1.927787679901424,-2.194901144169366,-3.019772857212521,-8.20925495959244,456.3913615526312,408.32130737511113,393.6554389562815,378.6671584583105,358.4786637396455,338.1353813057115,315.88914292753384,299.6096476118895,257.85388161638065,252.1364255900282,250.1961073716031,243.4526158971345,218.19783567515796,211.2595336729256,197.2378857241445,195.9653587342538,140.602735880878,120.49939309561736,119.5236082250633,56.055583853635824,26.580880748559597,0.0,60.57757691385416,47.88573428590877,28.461409873867183,7.215597285048958,0.0,-17.97537895153564,-22.19548002320205,-23.870477915829788,-40.92624225667369,-41.44804861574079,-57.85097177331412,-74.28720641956082,-91.50796839610774,-105.44850655345752,-134.01294002910498,-138.82442947878934,-147.70240612085522,-176.7320958974104,-179.32154491565404,-233.59033568244945,-296.39916147727763,-792.2703446735655
5811,20171105043097,1.1,0.43,88.12,3,0,1,0,9,0.5,56.0,92.0,6.0,67.5,34,21.20463392751688,20.44515835106199,9.115272897725005,7.12618411213182,6.836936448439462,6.802940540677982,6.314712978433777,5.87664019657491,4.996098477812463,4.768280612547879,4.340518402218795,4.236271945944924,4.063151486223469,3.9606312628165687,3.889730067755344,3.515280927607348,3.21126143438992,3.156738823532922,2.207306050369999,2.097450833750343,1.2277214667830836,0.0,-1.0,0.0471595031264518,0.0489113355264404,0.1097059859008259,0.1403275559913715,0.1462643404017966,0.1469952580094636,0.1583603250718178,0.1701652588128215,0.2001561827576002,0.2097192009565185,0.2303872273617865,0.2360566112752104,0.2461143778150045,0.252485003940725,0.2570872483645304,0.2844722855992744,0.3114041072118382,0.3167826215286419,0.4530409364086033,0.4767692209556836,0.8145169951456768,6.536633812471974,5.136987214721422,4.904596602196641,4.805110242285591,4.793136915098746,4.449685982539574,4.350667549611371,4.237514972366577,3.963910777593971,3.843819706886255,3.548831069567824,3.4505171537493133,3.0647142627851967,2.9168063037611835,2.7702509205983312,2.721776108315914,2.463633417277173,2.0651636179246964,1.3275699657471602,0.4208654149470177,0.0,-0.6363126407589768,1.4219453875766297,0.952473304696808,0.8020072364905287,0.7389193296137369,0.5011938968138617,0.3567953239875965,0.2715441638656339,0.2212710169251429,0.1490970128053342,0.0810282686857937,0.0,-0.2833355219560413,-0.4594017392720724,-0.6543171629802305,-1.191363038743439,-1.2208543475174607,-1.3461904071572812,-1.5033215342640132,-1.730627113735566,-1.800711289197828,-1.8690279519946404,-1.972934858632236,647.7981904426579,524.5988218045093,495.8832356187425,468.7515000800177,456.9087155433609,448.169960820166,446.8319901857753,422.2126092004769,421.283877592103,389.8313968541035,369.2193766900025,351.5527506927121,302.8377785214184,275.8685188507062,273.995285598138,258.8711899912319,209.7074281893478,144.7527399534904,101.86358250537572,75.42133161440884,0.0,-35.61733383949877,146.3787937615695,106.26215644850092,86.14153569735358,79.02935024556287,55.12096879222251,36.1401262197937,28.867269136532087,19.93985563406717,14.922014471572762,0.0,-9.428292342145484,-22.613032252708813,-71.96687565150282,-112.410422706776,-122.55002119491137,-129.85383399394564,-140.72751381720357,-162.94647244467086,-191.60671170910624,-225.89000626269427,-263.68626897951367,-293.6963198498073
5913,20171105062890,0.12,0.42,94.59,4,0,1,0,9,0.5,75.0,66.0,10.0,247.5,83,12.993236702223196,8.076657724578892,7.4704752191543955,6.381222453417524,5.549558541001257,4.237168866118024,4.121577367950283,3.8442684609688618,3.543176540902244,3.5106979363083863,3.5085324567402734,3.4820827101032474,3.45827991926622,3.435345688573416,3.4063470169670023,3.3960712595586013,3.3823660357802705,3.3602529666678325,3.093428518650453,2.9265850406232805,0.7517978451685068,0.0,-1.0,0.0769631172676855,0.1238135914756916,0.1338602927744124,0.1567097852018057,0.1801945132413323,0.2360066430196755,0.2426255558796688,0.2601275145461543,0.282232620490696,0.284843645947943,0.2850194525289031,0.2871844477153011,0.2891610926081948,0.2910915205203894,0.2935696201881381,0.2944578966608531,0.2956510293154337,0.2975966422526938,0.3232659148161802,0.341695179234234,1.3301448074460251,5.03726685585546,4.761800007967109,4.191476334214525,3.489152472479481,3.2630383461725123,3.2511539853024267,3.1211692259716566,2.944746192377257,2.899318423478604,2.73524252715834,2.5775711544854234,2.409223675849637,2.393800606396329,2.243335740273276,2.1101177056922835,1.9756583936470695,1.7605399870627303,1.715317993398179,1.4882889074990748,1.2592472030508646,0.7884126744657101,0.0,1.88509456830532,1.82448066815271,0.9298213500326696,0.8987789726448023,0.8220620963058692,0.685529024215183,0.4030900680680066,0.1834941005000288,0.1574957468375504,0.0,-0.08261456376807,-0.4204106605228306,-0.5452111100725996,-0.568535978183306,-0.6348162747847998,-0.7816238417074391,-0.940576250449386,-1.7786485407793071,-2.073942545721618,-2.2130650536273477,-3.393215108713492,-3.6669664593965177,532.8815198504305,490.3899822239466,409.64023624191896,352.6721870684933,347.2222134961025,336.02151628402555,307.65896430597616,302.9909253641047,290.3577829971415,282.9237151023846,259.52534916202615,238.2710337987956,234.88243598389883,211.11074593312705,195.8792534622881,190.7278040355019,144.59516097866384,136.27657783580244,97.26367729299534,96.41436908571067,72.31015222298734,0.0,217.22576256414357,211.82051241321565,130.55599413190373,111.6775089262948,99.3722396606508,94.71735897016468,54.50521902894363,24.153728236707725,16.934122630657498,0.0,-7.697216349793975,-65.59826409623116,-79.29258138952747,-79.65479514940849,-87.80952556618324,-95.19036549979964,-112.3162671193371,-192.428256773226,-204.05012178845283,-211.53599861294916,-299.4641336233478,-332.11765647033246
